painting_id,source,filename,painter_name,painting_name,year,style,image_path
2135,wikiart,max-beckmann_brother-and-sister-1933.jpg,max beckmann,brother and sister 1933,,Expressionism,data/datasets/wikiart_raw/Expressionism/max-beckmann_brother-and-sister-1933.jpg
2136,wikiart,max-beckmann_not-detected-259759.jpg,max beckmann,not detected 259759,,Expressionism,data/datasets/wikiart_raw/Expressionism/max-beckmann_not-detected-259759.jpg
2137,wikiart,max-beckmann_triptych-of-the-temptation-of-st-anthony-1937.jpg,max beckmann,triptych of the temptation of st anthony 1937,,Expressionism,data/datasets/wikiart_raw/Expressionism/max-beckmann_triptych-of-the-temptation-of-st-anthony-1937.jpg
2138,wikiart,max-beckmann_the-iron-footbridge-1922.jpg,max beckmann,the iron footbridge 1922,,Cubism,data/datasets/wikiart_raw/Cubism/max-beckmann_the-iron-footbridge-1922.jpg
2139,wikiart,max-beckmann_not-detected-259776.jpg,max beckmann,not detected 259776,,Expressionism,data/datasets/wikiart_raw/Expressionism/max-beckmann_not-detected-259776.jpg
2140,wikiart,kitagawa-utamaro_not_detected_233117-1799.jpg,kitagawa utamaro,not detected 233117 1799,,Ukiyo_e,data/datasets/wikiart_raw/Ukiyo_e/kitagawa-utamaro_not_detected_233117-1799.jpg
2141,wikiart,kitagawa-utamaro_three-beauties-of-the-present-day-1793.jpg,kitagawa utamaro,three beauties of the present day 1793,,Ukiyo_e,data/datasets/wikiart_raw/Ukiyo_e/kitagawa-utamaro_three-beauties-of-the-present-day-1793.jpg
2142,wikiart,kitagawa-utamaro_washing-clothes.jpg,kitagawa utamaro,washing clothes,,Ukiyo_e,data/datasets/wikiart_raw/Ukiyo_e/kitagawa-utamaro_washing-clothes.jpg
2143,wikiart,kitagawa-utamaro_japanese-domestic-scene.jpg,kitagawa utamaro,japanese domestic scene,,Ukiyo_e,data/datasets/wikiart_raw/Ukiyo_e/kitagawa-utamaro_japanese-domestic-scene.jpg
2144,wikiart,kitagawa-utamaro_shower-3.jpg,kitagawa utamaro,shower 3,,Ukiyo_e,data/datasets/wikiart_raw/Ukiyo_e/kitagawa-utamaro_shower-3.jpg
2145,wikiart,antonio-ligabue_flight-into-egypt.jpg,antonio ligabue,flight into egypt,,Naive_Art_Primitivism,data/datasets/wikiart_raw/Naive_Art_Primitivism/antonio-ligabue_flight-into-egypt.jpg
2146,wikiart,antonio-ligabue_tiger.jpg,antonio ligabue,tiger,,Naive_Art_Primitivism,data/datasets/wikiart_raw/Naive_Art_Primitivism/antonio-ligabue_tiger.jpg
2147,wikiart,antonio-ligabue_blak-widow.jpg,antonio ligabue,blak widow,,Naive_Art_Primitivism,data/datasets/wikiart_raw/Naive_Art_Primitivism/antonio-ligabue_blak-widow.jpg
2148,wikiart,antonio-ligabue_self-portrait.jpg,antonio ligabue,self portrait,,Naive_Art_Primitivism,data/datasets/wikiart_raw/Naive_Art_Primitivism/antonio-ligabue_self-portrait.jpg
2149,wikiart,antonio-ligabue_head-of-tiger.jpg,antonio ligabue,head of tiger,,Naive_Art_Primitivism,data/datasets/wikiart_raw/Naive_Art_Primitivism/antonio-ligabue_head-of-tiger.jpg
2150,wikiart,larry-zox_abstract-with-blue-and-black.jpg,larry zox,abstract with blue and black,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/larry-zox_abstract-with-blue-and-black.jpg
2151,wikiart,larry-zox_yours-and-mine-1993.jpg,larry zox,yours and mine 1993,,Color_Field_Painting,data/datasets/wikiart_raw/Color_Field_Painting/larry-zox_yours-and-mine-1993.jpg
2152,wikiart,larry-zox_open-white-center-1974.jpg,larry zox,open white center 1974,,Color_Field_Painting,data/datasets/wikiart_raw/Color_Field_Painting/larry-zox_open-white-center-1974.jpg
2153,wikiart,larry-zox_fowey-light-1974.jpg,larry zox,fowey light 1974,,Color_Field_Painting,data/datasets/wikiart_raw/Color_Field_Painting/larry-zox_fowey-light-1974.jpg
2154,wikiart,larry-zox_rotation-b-1964.jpg,larry zox,rotation b 1964,,Color_Field_Painting,data/datasets/wikiart_raw/Color_Field_Painting/larry-zox_rotation-b-1964.jpg
2155,wikiart,daniel-buren_photo-souvenir-1-carr-1-cercle-4-triangles-hauts-reliefs-situ-s-h-travail-situ-2010.jpg,daniel buren,photo souvenir 1 carr 1 cercle 4 triangles hauts reliefs situ s h travail situ 2010,,Minimalism,data/datasets/wikiart_raw/Minimalism/daniel-buren_photo-souvenir-1-carr-1-cercle-4-triangles-hauts-reliefs-situ-s-h-travail-situ-2010.jpg
2156,wikiart,daniel-buren_tii-205-1965.jpg,daniel buren,tii 205 1965,,Color_Field_Painting,data/datasets/wikiart_raw/Color_Field_Painting/daniel-buren_tii-205-1965.jpg
2157,wikiart,daniel-buren_papiers-coll-s-blanc-et-vert-1969.jpg,daniel buren,papiers coll s blanc et vert 1969,,Minimalism,data/datasets/wikiart_raw/Minimalism/daniel-buren_papiers-coll-s-blanc-et-vert-1969.jpg
2158,wikiart,daniel-buren_double-rhythm-1991.jpg,daniel buren,double rhythm 1991,,Minimalism,data/datasets/wikiart_raw/Minimalism/daniel-buren_double-rhythm-1991.jpg
2159,wikiart,daniel-buren_peinture-acrylique-blanche-sur-tissu-ray-blanc-et-orange-1972.jpg,daniel buren,peinture acrylique blanche sur tissu ray blanc et orange 1972,,Minimalism,data/datasets/wikiart_raw/Minimalism/daniel-buren_peinture-acrylique-blanche-sur-tissu-ray-blanc-et-orange-1972.jpg
2160,wikiart,wu-guanzhong_a-dream-of-shen-garden-1998.jpg,wu guanzhong,a dream of shen garden 1998,,Fauvism,data/datasets/wikiart_raw/Fauvism/wu-guanzhong_a-dream-of-shen-garden-1998.jpg
2161,wikiart,wu-guanzhong_home-of-man-1999.jpg,wu guanzhong,home of man 1999,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/wu-guanzhong_home-of-man-1999.jpg
2162,wikiart,wu-guanzhong_the-hua-mountains-at-sunset-1997.jpg,wu guanzhong,the hua mountains at sunset 1997,,Post_Impressionism,data/datasets/wikiart_raw/Post_Impressionism/wu-guanzhong_the-hua-mountains-at-sunset-1997.jpg
2163,wikiart,wu-guanzhong_fishes-1986.jpg,wu guanzhong,fishes 1986,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/wu-guanzhong_fishes-1986.jpg
2164,wikiart,wu-guanzhong_love-in-fangzhuang-2002.jpg,wu guanzhong,love in fangzhuang 2002,,Post_Impressionism,data/datasets/wikiart_raw/Post_Impressionism/wu-guanzhong_love-in-fangzhuang-2002.jpg
2165,wikiart,marevna-(marie-vorobieff)_portrait-of-the-artist-s-daughter-marika-rivera-aged-23-with-a-lover.jpg,marevna (marie vorobieff),portrait of the artist s daughter marika rivera aged 23 with a lover,,Expressionism,data/datasets/wikiart_raw/Expressionism/marevna-(marie-vorobieff)_portrait-of-the-artist-s-daughter-marika-rivera-aged-23-with-a-lover.jpg
2166,wikiart,marevna-(marie-vorobieff)_peasant-farmer-with-his-goat-1953.jpg,marevna (marie vorobieff),peasant farmer with his goat 1953,,Cubism,data/datasets/wikiart_raw/Cubism/marevna-(marie-vorobieff)_peasant-farmer-with-his-goat-1953.jpg
2167,wikiart,marevna-(marie-vorobieff)_portrait-of-pablo-picasso-1956.jpg,marevna (marie vorobieff),portrait of pablo picasso 1956,,Cubism,data/datasets/wikiart_raw/Cubism/marevna-(marie-vorobieff)_portrait-of-pablo-picasso-1956.jpg
2168,wikiart,marevna-(marie-vorobieff)_maria-holding-a-bird.jpg,marevna (marie vorobieff),maria holding a bird,,Pointillism,data/datasets/wikiart_raw/Pointillism/marevna-(marie-vorobieff)_maria-holding-a-bird.jpg
2169,wikiart,marevna-(marie-vorobieff)_diego-modi-ehrenburg.jpg,marevna (marie vorobieff),diego modi ehrenburg,,Expressionism,data/datasets/wikiart_raw/Expressionism/marevna-(marie-vorobieff)_diego-modi-ehrenburg.jpg
2170,wikiart,raphael_disputation-of-the-holy-sacrament-detail-1510.jpg,raphael,disputation of the holy sacrament detail 1510,,High_Renaissance,data/datasets/wikiart_raw/High_Renaissance/raphael_disputation-of-the-holy-sacrament-detail-1510.jpg
2171,wikiart,raphael_st-cecilia-with-saints-detail-1516.jpg,raphael,st cecilia with saints detail 1516,,High_Renaissance,data/datasets/wikiart_raw/High_Renaissance/raphael_st-cecilia-with-saints-detail-1516.jpg
2172,wikiart,raphael_portrait-of-a-man-holding-an-apple-1500.jpg,raphael,portrait of a man holding an apple 1500,,High_Renaissance,data/datasets/wikiart_raw/High_Renaissance/raphael_portrait-of-a-man-holding-an-apple-1500.jpg
2173,wikiart,raphael_the-aldobrandini-madonna-or-the-garvagh-madonna-1510.jpg,raphael,the aldobrandini madonna or the garvagh madonna 1510,,High_Renaissance,data/datasets/wikiart_raw/High_Renaissance/raphael_the-aldobrandini-madonna-or-the-garvagh-madonna-1510.jpg
2174,wikiart,raphael_angel-fragment-of-the-baronci-altarpiece.jpg,raphael,angel fragment of the baronci altarpiece,,High_Renaissance,data/datasets/wikiart_raw/High_Renaissance/raphael_angel-fragment-of-the-baronci-altarpiece.jpg
2175,wikiart,jiro-yoshihara_untitled(1).jpg,jiro yoshihara,untitled(1),,Minimalism,data/datasets/wikiart_raw/Minimalism/jiro-yoshihara_untitled(1).jpg
2176,wikiart,jiro-yoshihara_work-1971.jpg,jiro yoshihara,work 1971,,Minimalism,data/datasets/wikiart_raw/Minimalism/jiro-yoshihara_work-1971.jpg
2177,wikiart,jiro-yoshihara_untitled-1969.jpg,jiro yoshihara,untitled 1969,,Minimalism,data/datasets/wikiart_raw/Minimalism/jiro-yoshihara_untitled-1969.jpg
2178,wikiart,jiro-yoshihara_untitled-1966.jpg,jiro yoshihara,untitled 1966,,Minimalism,data/datasets/wikiart_raw/Minimalism/jiro-yoshihara_untitled-1966.jpg
2179,wikiart,jiro-yoshihara_untitled.jpg,jiro yoshihara,untitled,,Minimalism,data/datasets/wikiart_raw/Minimalism/jiro-yoshihara_untitled.jpg
2180,wikiart,arthur-dove_red-sun-1935.jpg,arthur dove,red sun 1935,,Expressionism,data/datasets/wikiart_raw/Expressionism/arthur-dove_red-sun-1935.jpg
2181,wikiart,arthur-dove_tree-1935.jpg,arthur dove,tree 1935,,Expressionism,data/datasets/wikiart_raw/Expressionism/arthur-dove_tree-1935.jpg
2182,wikiart,arthur-dove_me-and-the-moon-1937.jpg,arthur dove,me and the moon 1937,,Expressionism,data/datasets/wikiart_raw/Expressionism/arthur-dove_me-and-the-moon-1937.jpg
2183,wikiart,arthur-dove_clouds-and-water-1930.jpg,arthur dove,clouds and water 1930,,Cubism,data/datasets/wikiart_raw/Cubism/arthur-dove_clouds-and-water-1930.jpg
2184,wikiart,arthur-dove_morning-sun-1935.jpg,arthur dove,morning sun 1935,,Expressionism,data/datasets/wikiart_raw/Expressionism/arthur-dove_morning-sun-1935.jpg
2185,wikiart,john-atkinson-grimshaw_forge-valley-scarborough-1875.jpg,john atkinson grimshaw,forge valley scarborough 1875,,Romanticism,data/datasets/wikiart_raw/Romanticism/john-atkinson-grimshaw_forge-valley-scarborough-1875.jpg
2186,wikiart,john-atkinson-grimshaw_whitby.jpg,john atkinson grimshaw,whitby,,Romanticism,data/datasets/wikiart_raw/Romanticism/john-atkinson-grimshaw_whitby.jpg
2187,wikiart,john-atkinson-grimshaw_the-lovers.jpg,john atkinson grimshaw,the lovers,,Romanticism,data/datasets/wikiart_raw/Romanticism/john-atkinson-grimshaw_the-lovers.jpg
2188,wikiart,john-atkinson-grimshaw_greenock.jpg,john atkinson grimshaw,greenock,,Impressionism,data/datasets/wikiart_raw/Impressionism/john-atkinson-grimshaw_greenock.jpg
2189,wikiart,john-atkinson-grimshaw_hampstead.jpg,john atkinson grimshaw,hampstead,,Impressionism,data/datasets/wikiart_raw/Impressionism/john-atkinson-grimshaw_hampstead.jpg
2190,wikiart,jane-frank_aerial-view-no-1-1968.jpg,jane frank,aerial view no 1 1968,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/jane-frank_aerial-view-no-1-1968.jpg
2191,wikiart,jane-frank_untitled.jpg,jane frank,untitled,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/jane-frank_untitled.jpg
2192,wikiart,jane-frank_night-landings-sambura-1970.jpg,jane frank,night landings sambura 1970,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/jane-frank_night-landings-sambura-1970.jpg
2193,wikiart,jane-frank_plum-point-1964.jpg,jane frank,plum point 1964,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/jane-frank_plum-point-1964.jpg
2194,wikiart,jane-frank_aerial-series-ploughed-fields-maryland-1974.jpg,jane frank,aerial series ploughed fields maryland 1974,,Abstract_Expressionism,data/datasets/wikiart_raw/Abstract_Expressionism/jane-frank_aerial-series-ploughed-fields-maryland-1974.jpg
2195,wikiart,julio-gonzalez_femme-au-miroir-1937.jpg,julio gonzalez,femme au miroir 1937,,Cubism,data/datasets/wikiart_raw/Cubism/julio-gonzalez_femme-au-miroir-1937.jpg
2196,wikiart,julio-gonzalez_monsieur-cactus-1939.jpg,julio gonzalez,monsieur cactus 1939,,Cubism,data/datasets/wikiart_raw/Cubism/julio-gonzalez_monsieur-cactus-1939.jpg
2197,wikiart,julio-gonzalez_reclining-figure-1934.jpg,julio gonzalez,reclining figure 1934,,Cubism,data/datasets/wikiart_raw/Cubism/julio-gonzalez_reclining-figure-1934.jpg
2198,wikiart,julio-gonzalez_les-amoreux-ii-1933.jpg,julio gonzalez,les amoreux ii 1933,,Cubism,data/datasets/wikiart_raw/Cubism/julio-gonzalez_les-amoreux-ii-1933.jpg
2199,wikiart,julio-gonzalez_main-gauche-lev-e-no-2-1942.jpg,julio gonzalez,main gauche lev e no 2 1942,,Cubism,data/datasets/wikiart_raw/Cubism/julio-gonzalez_main-gauche-lev-e-no-2-1942.jpg
2200,wikiart,octav-bancila_vas-cu-liliac.jpg,octav bancila,vas cu liliac,,Realism,data/datasets/wikiart_raw/Realism/octav-bancila_vas-cu-liliac.jpg
2201,wikiart,octav-bancila_valea-agapiei-1915.jpg,octav bancila,valea agapiei 1915,,Impressionism,data/datasets/wikiart_raw/Impressionism/octav-bancila_valea-agapiei-1915.jpg
2202,wikiart,octav-bancila_copiii-pictorului-1914.jpg,octav bancila,copiii pictorului 1914,,Realism,data/datasets/wikiart_raw/Realism/octav-bancila_copiii-pictorului-1914.jpg
2203,wikiart,octav-bancila_ran-cu-pip-1912.jpg,octav bancila,ran cu pip 1912,,Impressionism,data/datasets/wikiart_raw/Impressionism/octav-bancila_ran-cu-pip-1912.jpg
2204,wikiart,octav-bancila_c-p-uni-1906.jpg,octav bancila,c p uni 1906,,Realism,data/datasets/wikiart_raw/Realism/octav-bancila_c-p-uni-1906.jpg
2205,wikiart,karoly-ferenczy_boys-throwing-pebbles-into-the-river-1890.jpg,karoly ferenczy,boys throwing pebbles into the river 1890,,Impressionism,data/datasets/wikiart_raw/Impressionism/karoly-ferenczy_boys-throwing-pebbles-into-the-river-1890.jpg
2206,wikiart,karoly-ferenczy_sermon-on-the-mountain-1896.jpg,karoly ferenczy,sermon on the mountain 1896,,Impressionism,data/datasets/wikiart_raw/Impressionism/karoly-ferenczy_sermon-on-the-mountain-1896.jpg
2207,wikiart,karoly-ferenczy_evening-in-march-1902.jpg,karoly ferenczy,evening in march 1902,,Impressionism,data/datasets/wikiart_raw/Impressionism/karoly-ferenczy_evening-in-march-1902.jpg
2208,wikiart,karoly-ferenczy_b-ni-and-no-mi-1908.jpg,karoly ferenczy,b ni and no mi 1908,,Realism,data/datasets/wikiart_raw/Realism/karoly-ferenczy_b-ni-and-no-mi-1908.jpg
2209,wikiart,karoly-ferenczy_beech-forest-1908.jpg,karoly ferenczy,beech forest 1908,,Impressionism,data/datasets/wikiart_raw/Impressionism/karoly-ferenczy_beech-forest-1908.jpg
2210,wikiart,ron-gorchov_untitled-1977.jpg,ron gorchov,untitled 1977,,Color_Field_Painting,data/datasets/wikiart_raw/Color_Field_Painting/ron-gorchov_untitled-1977.jpg
2211,wikiart,ron-gorchov_samba-2005.jpg,ron gorchov,samba 2005,,Color_Field_Painting,data/datasets/wikiart_raw/Color_Field_Painting/ron-gorchov_samba-2005.jpg
2212,wikiart,ron-gorchov_baton-1986.jpg,ron gorchov,baton 1986,,Color_Field_Painting,data/datasets/wikiart_raw/Color_Field_Painting/ron-gorchov_baton-1986.jpg
2213,wikiart,ron-gorchov_promenade-1985.jpg,ron gorchov,promenade 1985,,Color_Field_Painting,data/datasets/wikiart_raw/Color_Field_Painting/ron-gorchov_promenade-1985.jpg
2214,wikiart,ron-gorchov_foley-1967.jpg,ron gorchov,foley 1967,,Color_Field_Painting,data/datasets/wikiart_raw/Color_Field_Painting/ron-gorchov_foley-1967.jpg
2215,wikiart,gabriel-metsu_the-sick-girl-1659.jpg,gabriel metsu,the sick girl 1659,,Baroque,data/datasets/wikiart_raw/Baroque/gabriel-metsu_the-sick-girl-1659.jpg
2216,wikiart,gabriel-metsu_woman-at-the-virginals.jpg,gabriel metsu,woman at the virginals,,Baroque,data/datasets/wikiart_raw/Baroque/gabriel-metsu_woman-at-the-virginals.jpg
2217,wikiart,gabriel-metsu_visit-to-the-nursery-after-the-birth-of-sara-hinlopen-1661.jpg,gabriel metsu,visit to the nursery after the birth of sara hinlopen 1661,,Baroque,data/datasets/wikiart_raw/Baroque/gabriel-metsu_visit-to-the-nursery-after-the-birth-of-sara-hinlopen-1661.jpg
2218,wikiart,gabriel-metsu_the-cook.jpg,gabriel metsu,the cook,,Baroque,data/datasets/wikiart_raw/Baroque/gabriel-metsu_the-cook.jpg
2219,wikiart,gabriel-metsu_the-cittern-player.jpg,gabriel metsu,the cittern player,,Baroque,data/datasets/wikiart_raw/Baroque/gabriel-metsu_the-cittern-player.jpg
2220,wikiart,panayiotis-tetsis_still-life-named-the-afternoon-sun.jpg,panayiotis tetsis,still life named the afternoon sun,,Post_Impressionism,data/datasets/wikiart_raw/Post_Impressionism/panayiotis-tetsis_still-life-named-the-afternoon-sun.jpg
2221,wikiart,panayiotis-tetsis_athens.jpg,panayiotis tetsis,athens,,Post_Impressionism,data/datasets/wikiart_raw/Post_Impressionism/panayiotis-tetsis_athens.jpg
2222,wikiart,panayiotis-tetsis_tables-vi-1985.jpg,panayiotis tetsis,tables vi 1985,,Post_Impressionism,data/datasets/wikiart_raw/Post_Impressionism/panayiotis-tetsis_tables-vi-1985.jpg
2223,wikiart,panayiotis-tetsis_cafe-1957.jpg,panayiotis tetsis,cafe 1957,,Post_Impressionism,data/datasets/wikiart_raw/Post_Impressionism/panayiotis-tetsis_cafe-1957.jpg
2224,wikiart,panayiotis-tetsis_boat-1978.jpg,panayiotis tetsis,boat 1978,,Post_Impressionism,data/datasets/wikiart_raw/Post_Impressionism/panayiotis-tetsis_boat-1978.jpg
2225,wikiart,alfred-sisley_walnut-tree-in-a-thomery-field-1880.jpg,alfred sisley,walnut tree in a thomery field 1880,,Impressionism,data/datasets/wikiart_raw/Impressionism/alfred-sisley_walnut-tree-in-a-thomery-field-1880.jpg
2226,wikiart,alfred-sisley_near-the-seine-at-by.jpg,alfred sisley,near the seine at by,,Impressionism,data/datasets/wikiart_raw/Impressionism/alfred-sisley_near-the-seine-at-by.jpg
2227,wikiart,alfred-sisley_barges-on-the-saint-martin-canal.jpg,alfred sisley,barges on the saint martin canal,,Impressionism,data/datasets/wikiart_raw/Impressionism/alfred-sisley_barges-on-the-saint-martin-canal.jpg
2228,wikiart,alfred-sisley_snow-effect-at-moret-1894.jpg,alfred sisley,snow effect at moret 1894,,Impressionism,data/datasets/wikiart_raw/Impressionism/alfred-sisley_snow-effect-at-moret-1894.jpg
2229,wikiart,alfred-sisley_abandoned-house-1887.jpg,alfred sisley,abandoned house 1887,,Impressionism,data/datasets/wikiart_raw/Impressionism/alfred-sisley_abandoned-house-1887.jpg
2230,wikiart,orest-kiprensky_portrait-of-ivan-krylov-1816.jpg,orest kiprensky,portrait of ivan krylov 1816,,Romanticism,data/datasets/wikiart_raw/Romanticism/orest-kiprensky_portrait-of-ivan-krylov-1816.jpg
2231,wikiart,orest-kiprensky_knitting-two-women-at-the-table-1816.jpg,orest kiprensky,knitting two women at the table 1816,,Romanticism,data/datasets/wikiart_raw/Romanticism/orest-kiprensky_knitting-two-women-at-the-table-1816.jpg
2232,wikiart,orest-kiprensky_griffonnage-1814.jpg,orest kiprensky,griffonnage 1814,,Romanticism,data/datasets/wikiart_raw/Romanticism/orest-kiprensky_griffonnage-1814.jpg
2233,wikiart,orest-kiprensky_mother-and-child-1809.jpg,orest kiprensky,mother and child 1809,,Romanticism,data/datasets/wikiart_raw/Romanticism/orest-kiprensky_mother-and-child-1809.jpg
2234,wikiart,orest-kiprensky_portrait-of-an-unknown-man-1811.jpg,orest kiprensky,portrait of an unknown man 1811,,Romanticism,data/datasets/wikiart_raw/Romanticism/orest-kiprensky_portrait-of-an-unknown-man-1811.jpg
2235,wikiart,amedee-ozenfant_voilier-1963.jpg,amedee ozenfant,voilier 1963,,Cubism,data/datasets/wikiart_raw/Cubism/amedee-ozenfant_voilier-1963.jpg
2236,wikiart,amedee-ozenfant_le-pichet-blanc-1926.jpg,amedee ozenfant,le pichet blanc 1926,,Cubism,data/datasets/wikiart_raw/Cubism/amedee-ozenfant_le-pichet-blanc-1926.jpg
2237,wikiart,amedee-ozenfant_composition-puriste-1926.jpg,amedee ozenfant,composition puriste 1926,,Cubism,data/datasets/wikiart_raw/Cubism/amedee-ozenfant_composition-puriste-1926.jpg
2238,wikiart,amedee-ozenfant_untitled-1957.jpg,amedee ozenfant,untitled 1957,,Cubism,data/datasets/wikiart_raw/Cubism/amedee-ozenfant_untitled-1957.jpg
2239,wikiart,amedee-ozenfant_maternity-1941.jpg,amedee ozenfant,maternity 1941,,Cubism,data/datasets/wikiart_raw/Cubism/amedee-ozenfant_maternity-1941.jpg
2240,wikiart,giacomo-balla_a-worker-s-day-1904.jpg,giacomo balla,a worker s day 1904,,Pointillism,data/datasets/wikiart_raw/Pointillism/giacomo-balla_a-worker-s-day-1904.jpg
2241,wikiart,giacomo-balla_bankruptcy-1902.jpg,giacomo balla,bankruptcy 1902,,Pointillism,data/datasets/wikiart_raw/Pointillism/giacomo-balla_bankruptcy-1902.jpg
2242,wikiart,giacomo-balla_self-portrait.jpg,giacomo balla,self portrait,,Impressionism,data/datasets/wikiart_raw/Impressionism/giacomo-balla_self-portrait.jpg
2243,wikiart,giacomo-balla_girl-running-on-a-balcony-1912.jpg,giacomo balla,girl running on a balcony 1912,,Pointillism,data/datasets/wikiart_raw/Pointillism/giacomo-balla_girl-running-on-a-balcony-1912.jpg
2244,wikiart,giacomo-balla_luna-park-par-s-1900.jpg,giacomo balla,luna park par s 1900,,Impressionism,data/datasets/wikiart_raw/Impressionism/giacomo-balla_luna-park-par-s-1900.jpg
2245,wikiart,aladar-korosfoi-kriesch_sz-kely-folk-tales-1912.jpg,aladar korosfoi kriesch,sz kely folk tales 1912,,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/aladar-korosfoi-kriesch_sz-kely-folk-tales-1912.jpg
2246,wikiart,aladar-korosfoi-kriesch_vanity-1904.jpg,aladar korosfoi kriesch,vanity 1904,,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/aladar-korosfoi-kriesch_vanity-1904.jpg
2247,wikiart,aladar-korosfoi-kriesch_ego-sum-via-veritas-et-vita-1903.jpg,aladar korosfoi kriesch,ego sum via veritas et vita 1903,,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/aladar-korosfoi-kriesch_ego-sum-via-veritas-et-vita-1903.jpg
2248,wikiart,aladar-korosfoi-kriesch_lady-with-tiara.jpg,aladar korosfoi kriesch,lady with tiara,,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/aladar-korosfoi-kriesch_lady-with-tiara.jpg
2249,wikiart,aladar-korosfoi-kriesch_the-story-of-kl-ra-z-ch-i-1911.jpg,aladar korosfoi kriesch,the story of kl ra z ch i 1911,,Art_Nouveau_Modern,data/datasets/wikiart_raw/Art_Nouveau_Modern/aladar-korosfoi-kriesch_the-story-of-kl-ra-z-ch-i-1911.jpg
2250,wikiart,thomas-kinkade_portofino-2003.jpg,thomas kinkade,portofino 2003,,Impressionism,data/datasets/wikiart_raw/Impressionism/thomas-kinkade_portofino-2003.jpg
2251,wikiart,thomas-kinkade_a-view-from-cannery-row-monterey-1996.jpg,thomas kinkade,a view from cannery row monterey 1996,,Impressionism,data/datasets/wikiart_raw/Impressionism/thomas-kinkade_a-view-from-cannery-row-monterey-1996.jpg
2252,wikiart,adriaen-van-ostade_a-peasant-in-a-red-beret-smoking-a-pipe.jpg,adriaen van ostade,a peasant in a red beret smoking a pipe,,Baroque,data/datasets/wikiart_raw/Baroque/adriaen-van-ostade_a-peasant-in-a-red-beret-smoking-a-pipe.jpg
2253,wikiart,adriaen-van-ostade_a-tavern-interior-with-peasants-drinking-beneath-a-window.jpg,adriaen van ostade,a tavern interior with peasants drinking beneath a window,,Baroque,data/datasets/wikiart_raw/Baroque/adriaen-van-ostade_a-tavern-interior-with-peasants-drinking-beneath-a-window.jpg
2254,wikiart,adriaen-van-ostade_portrait-of-a-boy.jpg,adriaen van ostade,portrait of a boy,,Baroque,data/datasets/wikiart_raw/Baroque/adriaen-van-ostade_portrait-of-a-boy.jpg
2255,wikiart,adriaen-van-ostade_an-old-woman-by-window.jpg,adriaen van ostade,an old woman by window,,Baroque,data/datasets/wikiart_raw/Baroque/adriaen-van-ostade_an-old-woman-by-window.jpg
2256,wikiart,adriaen-van-ostade_in-a-tavern.jpg,adriaen van ostade,in a tavern,,Baroque,data/datasets/wikiart_raw/Baroque/adriaen-van-ostade_in-a-tavern.jpg
2257,wikiart,albert-marquet_a-horse-in-marseille-1916.jpg,albert marquet,a horse in marseille 1916,,Post_Impressionism,data/datasets/wikiart_raw/Post_Impressionism/albert-marquet_a-horse-in-marseille-1916.jpg
2258,wikiart,albert-marquet_parisian-suburb-1897.jpg,albert marquet,parisian suburb 1897,,Post_Impressionism,data/datasets/wikiart_raw/Post_Impressionism/albert-marquet_parisian-suburb-1897.jpg
2259,wikiart,albert-marquet_view-of-agay-1905.jpg,albert marquet,view of agay 1905,,Post_Impressionism,data/datasets/wikiart_raw/Post_Impressionism/albert-marquet_view-of-agay-1905.jpg
2260,wikiart,albert-marquet_pons-charente-maritime-1901.jpg,albert marquet,pons charente maritime 1901,,Post_Impressionism,data/datasets/wikiart_raw/Post_Impressionism/albert-marquet_pons-charente-maritime-1901.jpg
2261,wikiart,albert-marquet_the-beach-at-f-camp-1906.jpg,albert marquet,the beach at f camp 1906,,Post_Impressionism,data/datasets/wikiart_raw/Post_Impressionism/albert-marquet_the-beach-at-f-camp-1906.jpg
2262,wikiart,antΓö£╨│Γö¼Γöénio-de-carvalho-da-silva-porto_carro-de-bois.jpg,antΓö£╨│Γö¼Γöénio de carvalho da silva porto,carro de bois,,Realism,data/datasets/wikiart_raw/Realism/antΓö£╨│Γö¼Γöénio-de-carvalho-da-silva-porto_carro-de-bois.jpg
2263,wikiart,antΓö£╨│Γö¼Γöénio-de-carvalho-da-silva-porto_na-ilha-de-capri-1877.jpg,antΓö£╨│Γö¼Γöénio de carvalho da silva porto,na ilha de capri 1877,,Impressionism,data/datasets/wikiart_raw/Impressionism/antΓö£╨│Γö¼Γöénio-de-carvalho-da-silva-porto_na-ilha-de-capri-1877.jpg
